delivery_id,supplier_id,channel_id,dispatch_date,expected_arrival_date,actual_arrival_date,delay_days,transportation_cost
DEL000982,SUP014,CH004,2026-01-16,2026-02-03,2026-02-09,6,206.85
DEL000983,SUP014,CH004,2026-01-20,2026-02-07,2026-02-07,0,1252.63
DEL000984,SUP014,CH004,2026-01-26,2026-02-13,2026-02-13,0,286.87
DEL000985,SUP015,CH003,2025-01-06,2025-01-09,2025-01-09,0,1173.47
DEL000986,SUP014,CH004,2026-02-09,2026-02-27,2026-02-27,0,908.88
DEL000987,SUP001,CH004,2026-02-04,2026-02-22,2026-03-04,10,475.45
DEL000988,SUP001,CH004,2026-02-08,2026-02-26,2026-03-06,8,231.55
DEL000989,SUP001,CH004,2026-02-13,2026-03-03,2026-03-18,15,317.09
DEL000990,SUP009,CH004,2026-02-16,2026-03-06,2026-03-06,0,917.97
DEL000991,SUP009,CH004,2026-02-18,2026-03-08,2026-03-08,0,396.28
DEL000992,SUP009,CH004,2026-02-19,2026-03-09,2026-03-09,0,358.02
DEL000993,SUP012,CH002,2025-07-17,2025-08-14,2025-08-21,7,577.43
DEL000994,SUP012,CH002,2025-07-22,2025-08-19,2025-08-19,0,849.51
DEL000995,SUP012,CH002,2025-07-29,2025-08-26,2025-08-26,0,494.62
DEL000996,SUP001,CH003,2025-11-22,2025-11-25,2025-12-10,15,689.51
DEL000997,SUP001,CH003,2025-11-24,2025-11-27,2025-11-27,0,1015.02
DEL000998,SUP013,CH002,2025-07-11,2025-08-08,2025-08-16,8,1486.45
DEL000999,SUP011,CH004,2025-05-01,2025-05-19,2025-05-19,0,510.4
DEL001000,SUP011,CH004,2025-05-05,2025-05-23,2025-05-23,0,447.78
DEL001001,SUP011,CH004,2025-05-12,2025-05-30,2025-06-06,7,724.61
DEL001002,SUP007,CH001,2026-02-11,2026-02-21,2026-02-21,0,811.0
DEL001003,SUP007,CH001,2026-02-16,2026-02-26,2026-02-26,0,484.46
DEL001004,SUP007,CH001,2026-02-17,2026-02-27,2026-02-27,0,805.4
DEL001005,SUP010,CH003,2025-05-22,2025-05-25,2025-05-25,0,1173.52
DEL001006,SUP004,CH001,2025-09-13,2025-09-23,2025-09-23,0,1786.24
DEL001007,SUP004,CH001,2025-09-18,2025-09-28,2025-09-28,0,1181.37
DEL001008,SUP004,CH001,2025-09-17,2025-09-27,2025-10-04,7,1797.91
DEL001009,SUP013,CH001,2025-10-16,2025-10-26,2025-10-26,0,755.14
DEL001010,SUP012,CH005,2025-07-18,2025-07-25,2025-07-25,0,725.03
DEL001011,SUP009,CH002,2025-08-13,2025-09-10,2025-09-19,9,1163.64
DEL001012,SUP009,CH002,2025-08-17,2025-09-14,2025-09-14,0,750.09
DEL001013,SUP003,CH005,2025-09-22,2025-09-29,2025-09-29,0,1440.97
DEL001014,SUP003,CH005,2025-09-30,2025-10-07,2025-10-07,0,643.41
