event_id,object_id,object_type
EV011696,SALE0001749,Sale
EV011697,PROD002,Product
EV011697,BAT0000190,Batch
EV011697,CUST077,Customer
EV011697,SALE0001749,Sale
EV011698,SO000886,Sales Order
EV011698,CUST092,Customer
EV011699,SO000886,Sales Order
EV011699,SOI0001779,Sales Order Item
EV011699,PROD012,Product
EV011700,SO000886,Sales Order
EV011700,SOI0001779,Sales Order Item
EV011700,PROD012,Product
EV011700,BAT0000612,Batch
EV011700,CUST092,Customer
EV011700,SALE0001750,Sale
EV011701,PROD012,Product
EV011701,BAT0000612,Batch
EV011701,CUST092,Customer
EV011701,SALE0001750,Sale
EV011702,SO000886,Sales Order
EV011702,SOI0001780,Sales Order Item
EV011702,PROD029,Product
EV011703,SO000886,Sales Order
EV011703,SOI0001780,Sales Order Item
EV011703,PROD029,Product
EV011703,BAT0000913,Batch
EV011703,CUST092,Customer
EV011703,SALE0001751,Sale
EV011704,PROD029,Product
EV011704,BAT0000913,Batch
EV011704,CUST092,Customer
EV011704,SALE0001751,Sale
EV011705,SO000887,Sales Order
EV011705,CUST023,Customer
EV011706,SO000887,Sales Order
EV011706,SOI0001781,Sales Order Item
EV011706,PROD002,Product
EV011707,SO000887,Sales Order
EV011707,SOI0001781,Sales Order Item
EV011707,PROD002,Product
EV011707,BAT0000190,Batch
EV011707,CUST023,Customer
EV011707,SALE0001752,Sale
EV011708,PROD002,Product
EV011708,BAT0000190,Batch
EV011708,CUST023,Customer
EV011708,SALE0001752,Sale
EV011709,SO000887,Sales Order
EV011709,SOI0001782,Sales Order Item
EV011709,PROD042,Product
EV011710,SO000887,Sales Order
EV011710,SOI0001782,Sales Order Item
EV011710,PROD042,Product
EV011710,BAT0001183,Batch
EV011710,CUST023,Customer
EV011710,SALE0001753,Sale
EV011711,PROD042,Product
EV011711,BAT0001183,Batch
EV011711,CUST023,Customer
EV011711,SALE0001753,Sale
EV011712,SO000888,Sales Order
EV011712,CUST074,Customer
EV011713,SO000888,Sales Order
EV011713,SOI0001783,Sales Order Item
EV011713,PROD031,Product
EV011714,SO000888,Sales Order
EV011714,SOI0001783,Sales Order Item
EV011714,PROD031,Product
EV011714,BAT0000696,Batch
EV011714,CUST074,Customer
EV011714,SALE0001754,Sale
EV011715,PROD031,Product
EV011715,BAT0000696,Batch
EV011715,CUST074,Customer
EV011715,SALE0001754,Sale
EV011716,SO000888,Sales Order
EV011716,SOI0001784,Sales Order Item
EV011716,PROD003,Product
EV011717,SO000888,Sales Order
EV011717,SOI0001784,Sales Order Item
EV011717,PROD003,Product
EV011717,BAT0000291,Batch
EV011717,CUST074,Customer
EV011717,SALE0001755,Sale
EV011718,PROD003,Product
EV011718,BAT0000291,Batch
EV011718,CUST074,Customer
EV011718,SALE0001755,Sale
EV011719,SO000888,Sales Order
EV011719,SOI0001785,Sales Order Item
EV011719,PROD001,Product
EV011720,SO000888,Sales Order
EV011720,SOI0001785,Sales Order Item
EV011720,PROD001,Product
EV011720,BAT0001237,Batch
EV011720,CUST074,Customer
EV011720,SALE0001756,Sale
EV011721,PROD001,Product
EV011721,BAT0001237,Batch
EV011721,CUST074,Customer
EV011721,SALE0001756,Sale
EV011722,SO000889,Sales Order
EV011722,CUST073,Customer
EV011723,SO000889,Sales Order
EV011723,SOI0001786,Sales Order Item
EV011723,PROD016,Product
EV011724,SO000889,Sales Order
EV011724,SOI0001786,Sales Order Item
EV011724,PROD016,Product
EV011724,BAT0000371,Batch
EV011724,CUST073,Customer
EV011724,SALE0001757,Sale
EV011725,PROD016,Product
EV011725,BAT0000371,Batch
EV011725,CUST073,Customer
EV011725,SALE0001757,Sale
EV011726,SO000889,Sales Order
EV011726,SOI0001787,Sales Order Item
EV011726,PROD028,Product
EV011727,SO000889,Sales Order
EV011727,SOI0001787,Sales Order Item
EV011727,PROD028,Product
EV011727,BAT0001173,Batch
EV011727,CUST073,Customer
EV011727,SALE0001758,Sale
EV011728,PROD028,Product
EV011728,BAT0001173,Batch
EV011728,CUST073,Customer
EV011728,SALE0001758,Sale
EV011729,SO000889,Sales Order
EV011729,SOI0001788,Sales Order Item
EV011729,PROD006,Product
EV011730,SO000890,Sales Order
EV011730,CUST099,Customer
EV011731,SO000890,Sales Order
EV011731,SOI0001789,Sales Order Item
EV011731,PROD027,Product
EV011732,SO000890,Sales Order
EV011732,SOI0001789,Sales Order Item
EV011732,PROD027,Product
EV011732,BAT0001067,Batch
EV011732,CUST099,Customer
EV011732,SALE0001759,Sale
EV011733,PROD027,Product
EV011733,BAT0001067,Batch
EV011733,CUST099,Customer
EV011733,SALE0001759,Sale
EV011734,SO000890,Sales Order
EV011734,SOI0001790,Sales Order Item
EV011734,PROD005,Product
EV011735,SO000890,Sales Order
EV011735,SOI0001790,Sales Order Item
EV011735,PROD005,Product
EV011735,BAT0000540,Batch
EV011735,CUST099,Customer
EV011735,SALE0001760,Sale
EV011736,PROD005,Product
EV011736,BAT0000540,Batch
EV011736,CUST099,Customer
EV011736,SALE0001760,Sale
EV011737,SO000890,Sales Order
EV011737,SOI0001791,Sales Order Item
EV011737,PROD037,Product
EV011738,SO000890,Sales Order
EV011738,SOI0001791,Sales Order Item
EV011738,PROD037,Product
EV011738,BAT0000809,Batch
EV011738,CUST099,Customer
EV011738,SALE0001761,Sale
EV011739,PROD037,Product
EV011739,BAT0000809,Batch
EV011739,CUST099,Customer
EV011739,SALE0001761,Sale
EV011740,SO000891,Sales Order
EV011740,CUST081,Customer
EV011741,SO000891,Sales Order
EV011741,SOI0001792,Sales Order Item
EV011741,PROD032,Product
EV011742,SO000891,Sales Order
EV011742,SOI0001792,Sales Order Item
EV011742,PROD032,Product
EV011742,BAT0000112,Batch
EV011742,CUST081,Customer
EV011742,SALE0001762,Sale
EV011743,PROD032,Product
EV011743,BAT0000112,Batch
EV011743,CUST081,Customer
EV011743,SALE0001762,Sale
EV011744,SO000892,Sales Order
EV011744,CUST042,Customer
EV011745,SO000892,Sales Order
EV011745,SOI0001793,Sales Order Item
EV011745,PROD040,Product
EV011746,SO000892,Sales Order
EV011746,SOI0001793,Sales Order Item
EV011746,PROD040,Product
EV011746,BAT0000762,Batch
EV011746,CUST042,Customer
EV011746,SALE0001763,Sale
EV011747,PROD040,Product
EV011747,BAT0000762,Batch
EV011747,CUST042,Customer
EV011747,SALE0001763,Sale
EV011748,SO000892,Sales Order
EV011748,SOI0001794,Sales Order Item
EV011748,PROD047,Product
EV011749,SO000892,Sales Order
EV011749,SOI0001794,Sales Order Item
EV011749,PROD047,Product
EV011749,BAT0000606,Batch
EV011749,CUST042,Customer
EV011749,SALE0001764,Sale
EV011750,PROD047,Product
EV011750,BAT0000606,Batch
EV011750,CUST042,Customer
EV011750,SALE0001764,Sale
EV011751,SO000892,Sales Order
EV011751,SOI0001795,Sales Order Item
EV011751,PROD044,Product
EV011752,SO000892,Sales Order
EV011752,SOI0001795,Sales Order Item
EV011752,PROD044,Product
EV011752,BAT0001048,Batch
EV011752,CUST042,Customer
EV011752,SALE0001765,Sale
EV011753,PROD044,Product
EV011753,BAT0001048,Batch
EV011753,CUST042,Customer
EV011753,SALE0001765,Sale
EV011754,SO000893,Sales Order
EV011754,CUST071,Customer
EV011755,SO000893,Sales Order
EV011755,SOI0001796,Sales Order Item
EV011755,PROD048,Product
EV011756,SO000893,Sales Order
EV011756,SOI0001796,Sales Order Item
EV011756,PROD048,Product
EV011756,BAT0000507,Batch
EV011756,CUST071,Customer
EV011756,SALE0001766,Sale
EV011757,PROD048,Product
EV011757,BAT0000507,Batch
EV011757,CUST071,Customer
EV011757,SALE0001766,Sale
EV011758,SO000893,Sales Order
EV011758,SOI0001797,Sales Order Item
EV011758,PROD001,Product
EV011759,SO000893,Sales Order
EV011759,SOI0001797,Sales Order Item
EV011759,PROD001,Product
EV011759,BAT0001237,Batch
EV011759,CUST071,Customer
EV011759,SALE0001767,Sale
EV011760,PROD001,Product
EV011760,BAT0001237,Batch
EV011760,CUST071,Customer
EV011760,SALE0001767,Sale
EV011761,SO000893,Sales Order
EV011761,SOI0001798,Sales Order Item
EV011761,PROD046,Product
EV011762,SO000893,Sales Order
EV011762,SOI0001798,Sales Order Item
EV011762,PROD046,Product
EV011762,BAT0000631,Batch
EV011762,CUST071,Customer
EV011762,SALE0001768,Sale
EV011763,PROD046,Product
EV011763,BAT0000631,Batch
EV011763,CUST071,Customer
EV011763,SALE0001768,Sale
EV011764,SO000894,Sales Order
EV011764,CUST051,Customer
EV011765,SO000894,Sales Order
EV011765,SOI0001799,Sales Order Item
EV011765,PROD024,Product
EV011766,SO000894,Sales Order
EV011766,SOI0001799,Sales Order Item
EV011766,PROD024,Product
EV011766,BAT0000462,Batch
EV011766,CUST051,Customer
EV011766,SALE0001769,Sale
EV011767,PROD024,Product
EV011767,BAT0000462,Batch
EV011767,CUST051,Customer
EV011767,SALE0001769,Sale
EV011768,SO000894,Sales Order
EV011768,SOI0001800,Sales Order Item
EV011768,PROD034,Product
EV011769,SO000894,Sales Order
EV011769,SOI0001800,Sales Order Item
EV011769,PROD034,Product
EV011769,BAT0000111,Batch
EV011769,CUST051,Customer
EV011769,SALE0001770,Sale
EV011770,PROD034,Product
EV011770,BAT0000111,Batch
EV011770,CUST051,Customer
EV011770,SALE0001770,Sale
EV011771,SO000894,Sales Order
EV011771,SOI0001801,Sales Order Item
EV011771,PROD019,Product
EV011772,SO000894,Sales Order
EV011772,SOI0001801,Sales Order Item
EV011772,PROD019,Product
EV011772,BAT0000460,Batch
EV011772,CUST051,Customer
EV011772,SALE0001771,Sale
EV011773,PROD019,Product
EV011773,BAT0000460,Batch
EV011773,CUST051,Customer
EV011773,SALE0001771,Sale
EV011774,SO000895,Sales Order
EV011774,CUST076,Customer
EV011775,SO000895,Sales Order
EV011775,SOI0001802,Sales Order Item
EV011775,PROD019,Product
EV011776,SO000895,Sales Order
EV011776,SOI0001802,Sales Order Item
EV011776,PROD019,Product
EV011776,BAT0000285,Batch
EV011776,CUST076,Customer
EV011776,SALE0001772,Sale
EV011777,PROD019,Product
EV011777,BAT0000285,Batch
EV011777,CUST076,Customer
EV011777,SALE0001772,Sale
EV011778,SO000896,Sales Order
EV011778,CUST062,Customer
EV011779,SO000896,Sales Order
EV011779,SOI0001803,Sales Order Item
EV011779,PROD004,Product
EV011780,SO000896,Sales Order
EV011780,SOI0001803,Sales Order Item
EV011780,PROD004,Product
EV011780,BAT0000602,Batch
EV011780,CUST062,Customer
EV011780,SALE0001773,Sale
EV011781,PROD004,Product
EV011781,BAT0000602,Batch
EV011781,CUST062,Customer
EV011781,SALE0001773,Sale
EV011782,SO000896,Sales Order
EV011782,SOI0001804,Sales Order Item
EV011782,PROD034,Product
EV011783,SO000896,Sales Order
EV011783,SOI0001804,Sales Order Item
EV011783,PROD034,Product
EV011783,BAT0000111,Batch
EV011783,CUST062,Customer
EV011783,SALE0001774,Sale
EV011784,PROD034,Product
EV011784,BAT0000111,Batch
EV011784,CUST062,Customer
EV011784,SALE0001774,Sale
EV011785,SO000897,Sales Order
EV011785,CUST050,Customer
EV011786,SO000897,Sales Order
EV011786,SOI0001805,Sales Order Item
EV011786,PROD033,Product
EV011787,SO000897,Sales Order
EV011787,SOI0001805,Sales Order Item
EV011787,PROD033,Product
EV011787,BAT0001158,Batch
EV011787,CUST050,Customer
EV011787,SALE0001775,Sale
EV011788,PROD033,Product
EV011788,BAT0001158,Batch
EV011788,CUST050,Customer
EV011788,SALE0001775,Sale
EV011789,SO000898,Sales Order
EV011789,CUST088,Customer
EV011790,SO000898,Sales Order
EV011790,SOI0001806,Sales Order Item
EV011790,PROD015,Product
EV011791,SO000899,Sales Order
EV011791,CUST050,Customer
EV011792,SO000899,Sales Order
EV011792,SOI0001807,Sales Order Item
EV011792,PROD013,Product
EV011793,SO000899,Sales Order
EV011793,SOI0001807,Sales Order Item
EV011793,PROD013,Product
EV011793,BAT0000783,Batch
EV011793,CUST050,Customer
EV011793,SALE0001776,Sale
EV011794,PROD013,Product
EV011794,BAT0000783,Batch
EV011794,CUST050,Customer
EV011794,SALE0001776,Sale
EV011795,SO000899,Sales Order
EV011795,SOI0001808,Sales Order Item
EV011795,PROD026,Product
EV011796,SO000899,Sales Order
EV011796,SOI0001808,Sales Order Item
EV011796,PROD026,Product
EV011796,BAT0000839,Batch
EV011796,CUST050,Customer
EV011796,SALE0001777,Sale
EV011797,PROD026,Product
EV011797,BAT0000839,Batch
EV011797,CUST050,Customer
EV011797,SALE0001777,Sale
EV011798,SO000900,Sales Order
EV011798,CUST053,Customer
EV011799,SO000900,Sales Order
EV011799,SOI0001809,Sales Order Item
EV011799,PROD009,Product
EV011800,SO000900,Sales Order
EV011800,SOI0001809,Sales Order Item
EV011800,PROD009,Product
EV011800,BAT0000495,Batch
EV011800,CUST053,Customer
EV011800,SALE0001778,Sale
EV011801,PROD009,Product
EV011801,BAT0000495,Batch
EV011801,CUST053,Customer
EV011801,SALE0001778,Sale
EV011802,SO000900,Sales Order
EV011802,SOI0001810,Sales Order Item
EV011802,PROD033,Product
EV011803,SO000900,Sales Order
EV011803,SOI0001810,Sales Order Item
EV011803,PROD033,Product
EV011803,BAT0001158,Batch
EV011803,CUST053,Customer
EV011803,SALE0001779,Sale
EV011804,PROD033,Product
EV011804,BAT0001158,Batch
EV011804,CUST053,Customer
EV011804,SALE0001779,Sale
EV011805,SO000901,Sales Order
EV011805,CUST075,Customer
EV011806,SO000901,Sales Order
EV011806,SOI0001811,Sales Order Item
EV011806,PROD021,Product
EV011807,SO000901,Sales Order
EV011807,SOI0001811,Sales Order Item
EV011807,PROD021,Product
EV011807,BAT0000952,Batch
EV011807,CUST075,Customer
EV011807,SALE0001780,Sale
EV011808,PROD021,Product
EV011808,BAT0000952,Batch
EV011808,CUST075,Customer
EV011808,SALE0001780,Sale
EV011809,SO000902,Sales Order
EV011809,CUST015,Customer
EV011810,SO000902,Sales Order
EV011810,SOI0001812,Sales Order Item
EV011810,PROD041,Product
EV011811,SO000902,Sales Order
EV011811,SOI0001813,Sales Order Item
EV011811,PROD022,Product
EV011812,SO000902,Sales Order
EV011812,SOI0001813,Sales Order Item
EV011812,PROD022,Product
EV011812,BAT0000430,Batch
EV011812,CUST015,Customer
EV011812,SALE0001781,Sale
EV011813,PROD022,Product
EV011813,BAT0000430,Batch
EV011813,CUST015,Customer
EV011813,SALE0001781,Sale
EV011814,SO000903,Sales Order
EV011814,CUST072,Customer
EV011815,SO000903,Sales Order
EV011815,SOI0001814,Sales Order Item
EV011815,PROD032,Product
EV011816,SO000903,Sales Order
EV011816,SOI0001814,Sales Order Item
EV011816,PROD032,Product
EV011816,BAT0000112,Batch
EV011816,CUST072,Customer
EV011816,SALE0001782,Sale
EV011817,PROD032,Product
EV011817,BAT0000112,Batch
EV011817,CUST072,Customer
EV011817,SALE0001782,Sale
EV011818,SO000904,Sales Order
EV011818,CUST069,Customer
EV011819,SO000904,Sales Order
EV011819,SOI0001815,Sales Order Item
EV011819,PROD032,Product
EV011820,SO000904,Sales Order
EV011820,SOI0001815,Sales Order Item
EV011820,PROD032,Product
EV011820,BAT0000112,Batch
EV011820,CUST069,Customer
EV011820,SALE0001783,Sale
EV011821,PROD032,Product
EV011821,BAT0000112,Batch
EV011821,CUST069,Customer
EV011821,SALE0001783,Sale
EV011822,SO000905,Sales Order
EV011822,CUST062,Customer
EV011823,SO000905,Sales Order
EV011823,SOI0001816,Sales Order Item
EV011823,PROD018,Product
EV011824,SO000905,Sales Order
EV011824,SOI0001816,Sales Order Item
EV011824,PROD018,Product
EV011824,BAT0001213,Batch
EV011824,CUST062,Customer
EV011824,SALE0001784,Sale
EV011825,PROD018,Product
EV011825,BAT0001213,Batch
EV011825,CUST062,Customer
EV011825,SALE0001784,Sale
EV011826,SO000905,Sales Order
EV011826,SOI0001817,Sales Order Item
EV011826,PROD007,Product
EV011827,SO000905,Sales Order
EV011827,SOI0001817,Sales Order Item
EV011827,PROD007,Product
EV011827,BAT0000690,Batch
EV011827,CUST062,Customer
EV011827,SALE0001785,Sale
EV011828,PROD007,Product
EV011828,BAT0000690,Batch
EV011828,CUST062,Customer
EV011828,SALE0001785,Sale
EV011829,SO000906,Sales Order
EV011829,CUST082,Customer
EV011830,SO000906,Sales Order
EV011830,SOI0001818,Sales Order Item
EV011830,PROD047,Product
EV011831,SO000906,Sales Order
EV011831,SOI0001818,Sales Order Item
EV011831,PROD047,Product
EV011831,BAT0000606,Batch
EV011831,CUST082,Customer
EV011831,SALE0001786,Sale
EV011832,PROD047,Product
EV011832,BAT0000606,Batch
EV011832,CUST082,Customer
EV011832,SALE0001786,Sale
EV011833,SO000907,Sales Order
EV011833,CUST014,Customer
EV011834,SO000907,Sales Order
EV011834,SOI0001819,Sales Order Item
EV011834,PROD043,Product
EV011835,SO000907,Sales Order
EV011835,SOI0001819,Sales Order Item
EV011835,PROD043,Product
EV011835,BAT0000180,Batch
EV011835,CUST014,Customer
EV011835,SALE0001787,Sale
EV011836,PROD043,Product
EV011836,BAT0000180,Batch
EV011836,CUST014,Customer
EV011836,SALE0001787,Sale
EV011837,SO000907,Sales Order
EV011837,SOI0001820,Sales Order Item
EV011837,PROD023,Product
EV011838,SO000907,Sales Order
EV011838,SOI0001820,Sales Order Item
EV011838,PROD023,Product
EV011838,BAT0000437,Batch
EV011838,CUST014,Customer
EV011838,SALE0001788,Sale
EV011839,PROD023,Product
EV011839,BAT0000437,Batch
EV011839,CUST014,Customer
EV011839,SALE0001788,Sale
EV011840,SO000907,Sales Order
EV011840,SOI0001821,Sales Order Item
EV011840,PROD006,Product
EV011841,SO000907,Sales Order
EV011841,SOI0001821,Sales Order Item
EV011841,PROD006,Product
EV011841,BAT0000734,Batch
EV011841,CUST014,Customer
EV011841,SALE0001789,Sale
EV011842,PROD006,Product
EV011842,BAT0000734,Batch
EV011842,CUST014,Customer
EV011842,SALE0001789,Sale
EV011843,RET0000112,Return
EV011843,SALE0001789,Sale
EV011843,PROD006,Product
EV011843,BAT0000734,Batch
EV011843,CUST014,Customer
EV011844,SO000908,Sales Order
EV011844,CUST093,Customer
EV011845,SO000908,Sales Order
EV011845,SOI0001822,Sales Order Item
EV011845,PROD006,Product
EV011846,SO000908,Sales Order
EV011846,SOI0001822,Sales Order Item
EV011846,PROD006,Product
EV011846,BAT0000734,Batch
EV011846,CUST093,Customer
EV011846,SALE0001790,Sale
EV011847,PROD006,Product
EV011847,BAT0000734,Batch
EV011847,CUST093,Customer
EV011847,SALE0001790,Sale
EV011848,SO000909,Sales Order
EV011848,CUST046,Customer
EV011849,SO000909,Sales Order
EV011849,SOI0001823,Sales Order Item
EV011849,PROD048,Product
EV011850,SO000909,Sales Order
EV011850,SOI0001823,Sales Order Item
EV011850,PROD048,Product
EV011850,BAT0000507,Batch
EV011850,CUST046,Customer
EV011850,SALE0001791,Sale
EV011851,PROD048,Product
EV011851,BAT0000507,Batch
EV011851,CUST046,Customer
EV011851,SALE0001791,Sale
EV011852,SO000910,Sales Order
EV011852,CUST053,Customer
EV011853,SO000910,Sales Order
EV011853,SOI0001824,Sales Order Item
EV011853,PROD034,Product
EV011854,SO000910,Sales Order
EV011854,SOI0001824,Sales Order Item
EV011854,PROD034,Product
EV011854,BAT0000111,Batch
EV011854,CUST053,Customer
EV011854,SALE0001792,Sale
EV011855,PROD034,Product
EV011855,BAT0000111,Batch
EV011855,CUST053,Customer
EV011855,SALE0001792,Sale
EV011856,SO000910,Sales Order
EV011856,SOI0001825,Sales Order Item
EV011856,PROD025,Product
EV011857,SO000910,Sales Order
EV011857,SOI0001826,Sales Order Item
EV011857,PROD012,Product
EV011858,SO000910,Sales Order
EV011858,SOI0001826,Sales Order Item
EV011858,PROD012,Product
EV011858,BAT0000612,Batch
EV011858,CUST053,Customer
EV011858,SALE0001793,Sale
EV011859,PROD012,Product
EV011859,BAT0000612,Batch
EV011859,CUST053,Customer
EV011859,SALE0001793,Sale
EV011860,SO000911,Sales Order
EV011860,CUST050,Customer
EV011861,SO000911,Sales Order
EV011861,SOI0001827,Sales Order Item
EV011861,PROD047,Product
EV011862,SO000911,Sales Order
EV011862,SOI0001827,Sales Order Item
EV011862,PROD047,Product
EV011862,BAT0000606,Batch
EV011862,CUST050,Customer
EV011862,SALE0001794,Sale
EV011863,PROD047,Product
EV011863,BAT0000606,Batch
EV011863,CUST050,Customer
EV011863,SALE0001794,Sale
EV011864,SO000912,Sales Order
EV011864,CUST021,Customer
EV011865,SO000912,Sales Order
EV011865,SOI0001828,Sales Order Item
EV011865,PROD031,Product
EV011866,SO000912,Sales Order
EV011866,SOI0001828,Sales Order Item
EV011866,PROD031,Product
EV011866,BAT0000696,Batch
EV011866,CUST021,Customer
EV011866,SALE0001795,Sale
EV011867,PROD031,Product
EV011867,BAT0000696,Batch
EV011867,CUST021,Customer
EV011867,SALE0001795,Sale
EV011868,SO000912,Sales Order
EV011868,SOI0001829,Sales Order Item
EV011868,PROD038,Product
EV011869,SO000912,Sales Order
EV011869,SOI0001829,Sales Order Item
EV011869,PROD038,Product
EV011869,BAT0000815,Batch
EV011869,CUST021,Customer
EV011869,SALE0001796,Sale
EV011870,PROD038,Product
EV011870,BAT0000815,Batch
EV011870,CUST021,Customer
EV011870,SALE0001796,Sale
EV011871,SO000912,Sales Order
EV011871,SOI0001830,Sales Order Item
EV011871,PROD047,Product
EV011872,SO000912,Sales Order
EV011872,SOI0001830,Sales Order Item
EV011872,PROD047,Product
EV011872,BAT0000606,Batch
EV011872,CUST021,Customer
EV011872,SALE0001797,Sale
EV011873,PROD047,Product
EV011873,BAT0000606,Batch
EV011873,CUST021,Customer
EV011873,SALE0001797,Sale
EV011874,SO000913,Sales Order
EV011874,CUST017,Customer
EV011875,SO000913,Sales Order
EV011875,SOI0001831,Sales Order Item
EV011875,PROD020,Product
EV011876,SO000913,Sales Order
EV011876,SOI0001831,Sales Order Item
EV011876,PROD020,Product
EV011876,BAT0001210,Batch
EV011876,CUST017,Customer
EV011876,SALE0001798,Sale
EV011877,PROD020,Product
EV011877,BAT0001210,Batch
EV011877,CUST017,Customer
EV011877,SALE0001798,Sale
EV011878,SO000913,Sales Order
EV011878,SOI0001832,Sales Order Item
EV011878,PROD007,Product
EV011879,SO000913,Sales Order
EV011879,SOI0001832,Sales Order Item
EV011879,PROD007,Product
EV011879,BAT0000667,Batch
EV011879,CUST017,Customer
EV011879,SALE0001799,Sale
EV011880,PROD007,Product
EV011880,BAT0000667,Batch
EV011880,CUST017,Customer
EV011880,SALE0001799,Sale
EV011881,SO000914,Sales Order
EV011881,CUST100,Customer
EV011882,SO000914,Sales Order
EV011882,SOI0001833,Sales Order Item
EV011882,PROD039,Product
EV011883,SO000914,Sales Order
EV011883,SOI0001833,Sales Order Item
EV011883,PROD039,Product
EV011883,BAT0000811,Batch
EV011883,CUST100,Customer
EV011883,SALE0001800,Sale
EV011884,PROD039,Product
EV011884,BAT0000811,Batch
EV011884,CUST100,Customer
EV011884,SALE0001800,Sale
EV011885,SO000915,Sales Order
EV011885,CUST003,Customer
EV011886,SO000915,Sales Order
EV011886,SOI0001834,Sales Order Item
EV011886,PROD028,Product
EV011887,SO000915,Sales Order
EV011887,SOI0001834,Sales Order Item
EV011887,PROD028,Product
EV011887,BAT0001173,Batch
EV011887,CUST003,Customer
EV011887,SALE0001801,Sale
EV011888,PROD028,Product
EV011888,BAT0001173,Batch
EV011888,CUST003,Customer
EV011888,SALE0001801,Sale
EV011889,SO000916,Sales Order
EV011889,CUST032,Customer
EV011890,SO000916,Sales Order
EV011890,SOI0001835,Sales Order Item
EV011890,PROD012,Product
EV011891,SO000916,Sales Order
EV011891,SOI0001835,Sales Order Item
EV011891,PROD012,Product
EV011891,BAT0000612,Batch
EV011891,CUST032,Customer
EV011891,SALE0001802,Sale
EV011892,PROD012,Product
EV011892,BAT0000612,Batch
EV011892,CUST032,Customer
EV011892,SALE0001802,Sale
EV011893,SO000917,Sales Order
EV011893,CUST099,Customer
EV011894,SO000917,Sales Order
EV011894,SOI0001836,Sales Order Item
EV011894,PROD046,Product
EV011895,SO000917,Sales Order
EV011895,SOI0001837,Sales Order Item
EV011895,PROD018,Product
EV011896,SO000918,Sales Order
EV011896,CUST054,Customer
EV011897,SO000918,Sales Order
EV011897,SOI0001838,Sales Order Item
EV011897,PROD028,Product
EV011898,SO000918,Sales Order
EV011898,SOI0001838,Sales Order Item
EV011898,PROD028,Product
EV011898,BAT0001173,Batch
EV011898,CUST054,Customer
EV011898,SALE0001803,Sale
EV011899,PROD028,Product
EV011899,BAT0001173,Batch
EV011899,CUST054,Customer
EV011899,SALE0001803,Sale
EV011900,SO000918,Sales Order
EV011900,SOI0001839,Sales Order Item
EV011900,PROD008,Product
EV011901,SO000918,Sales Order
EV011901,SOI0001839,Sales Order Item
EV011901,PROD008,Product
EV011901,BAT0000179,Batch
EV011901,CUST054,Customer
EV011901,SALE0001804,Sale
EV011902,PROD008,Product
EV011902,BAT0000179,Batch
EV011902,CUST054,Customer
EV011902,SALE0001804,Sale
EV011903,SO000919,Sales Order
EV011903,CUST013,Customer
EV011904,SO000919,Sales Order
EV011904,SOI0001840,Sales Order Item
EV011904,PROD041,Product
EV011905,SO000919,Sales Order
EV011905,SOI0001840,Sales Order Item
EV011905,PROD041,Product
EV011905,BAT0000433,Batch
EV011905,CUST013,Customer
EV011905,SALE0001805,Sale
EV011906,PROD041,Product
EV011906,BAT0000433,Batch
EV011906,CUST013,Customer
EV011906,SALE0001805,Sale
EV011907,SO000920,Sales Order
EV011907,CUST055,Customer
EV011908,SO000920,Sales Order
EV011908,SOI0001841,Sales Order Item
EV011908,PROD034,Product
EV011909,SO000920,Sales Order
EV011909,SOI0001841,Sales Order Item
EV011909,PROD034,Product
EV011909,BAT0000111,Batch
EV011909,CUST055,Customer
EV011909,SALE0001806,Sale
EV011910,PROD034,Product
EV011910,BAT0000111,Batch
EV011910,CUST055,Customer
EV011910,SALE0001806,Sale
EV011911,SO000921,Sales Order
EV011911,CUST045,Customer
EV011912,SO000921,Sales Order
EV011912,SOI0001842,Sales Order Item
EV011912,PROD031,Product
EV011913,SO000921,Sales Order
EV011913,SOI0001842,Sales Order Item
EV011913,PROD031,Product
EV011913,BAT0000696,Batch
EV011913,CUST045,Customer
EV011913,SALE0001807,Sale
EV011914,PROD031,Product
EV011914,BAT0000696,Batch
EV011914,CUST045,Customer
EV011914,SALE0001807,Sale
EV011915,SO000921,Sales Order
EV011915,SOI0001843,Sales Order Item
EV011915,PROD001,Product
EV011916,SO000921,Sales Order
EV011916,SOI0001843,Sales Order Item
EV011916,PROD001,Product
EV011916,BAT0001237,Batch
EV011916,CUST045,Customer
EV011916,SALE0001808,Sale
EV011917,PROD001,Product
EV011917,BAT0001237,Batch
EV011917,CUST045,Customer
EV011917,SALE0001808,Sale
EV011918,SO000922,Sales Order
EV011918,CUST053,Customer
EV011919,SO000922,Sales Order
EV011919,SOI0001844,Sales Order Item
EV011919,PROD044,Product
EV011920,SO000922,Sales Order
EV011920,SOI0001844,Sales Order Item
EV011920,PROD044,Product
EV011920,BAT0001048,Batch
EV011920,CUST053,Customer
EV011920,SALE0001809,Sale
EV011921,PROD044,Product
EV011921,BAT0001048,Batch
EV011921,CUST053,Customer
EV011921,SALE0001809,Sale
EV011922,SO000923,Sales Order
EV011922,CUST008,Customer
EV011923,SO000923,Sales Order
EV011923,SOI0001845,Sales Order Item
EV011923,PROD008,Product
EV011924,SO000923,Sales Order
EV011924,SOI0001845,Sales Order Item
EV011924,PROD008,Product
EV011924,BAT0000179,Batch
EV011924,CUST008,Customer
EV011924,SALE0001810,Sale
EV011925,PROD008,Product
EV011925,BAT0000179,Batch
EV011925,CUST008,Customer
EV011925,SALE0001810,Sale
EV011926,SO000923,Sales Order
